company,requested_region,normalized_region,region_source,office_label,office_url,review_url,status,failure_reason,discovery_mode,resolved_at
Delta Electronics,"Mumbai, MH",mumbai mh,office-location,"Mumbai, MH","https://www.glassdoor.com/Location/All-ASUS-Mumbai-Office-Locations-EI_IE40093.4,8_IL.9,15_IC2851180.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Mumbai-Reviews-EI_IE41146.0,17_IL.18,24_IC2851180.htm",resolved,,pool-location-id,2026-06-28T10:53:52.655380+00:00
Delta Electronics,"Seoul, 11",seoul 11,office-location,"Seoul, 11","https://www.glassdoor.com/Location/All-ASUS-Seoul-Office-Locations-EI_IE40093.4,8_IL.9,14_IC3021489.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Seoul-Reviews-EI_IE41146.0,17_IL.18,23_IC3021489.htm",resolved,,pool-location-id,2026-06-28T10:54:04.114102+00:00
Delta Electronics,Singapore,singapore,office-location,Singapore,"https://www.glassdoor.com/Location/All-ASUS-Singapore-Office-Locations-EI_IE40093.4,8_IL.9,18_IC3235921.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Singapore-Reviews-EI_IE41146.0,17_IL.18,27_IC3235921.htm",resolved,,pool-location-id,2026-06-28T15:57:09.019561+08:00
Delta Electronics,"Taipei, TPQ",taipei tpq,office-location,"Taipei, TPQ","https://www.glassdoor.com/Location/All-Delta-Electronics-Taipei-Office-Locations-EI_IE41146.4,21_IL.22,28_IC3271041.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Taipei-Reviews-EI_IE41146.0,17_IL.18,24_IC3271041.htm",resolved,,office-navigation,2026-06-28T15:31:36.860779+08:00
Delta Electronics,"Tokyo, 40",tokyo 40,office-location,"Tokyo, 40","https://www.glassdoor.com/Location/All-ASUS-Tokyo-Office-Locations-EI_IE40093.4,8_IL.9,14_IC2851580.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Tokyo-Reviews-EI_IE41146.0,17_IL.18,23_IC2851580.htm",resolved,,pool-location-id,2026-06-28T10:54:10.629863+00:00
Delta Electronics,"San Isidro, HUC",san isidro huc,office-location,"San Isidro, HUC","https://www.glassdoor.com/Location/All-ASUS-San-Isidro-Office-Locations-EI_IE40093.4,8_IL.9,19_IC4694011.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-San-Isidro-Reviews-EI_IE41146.0,17_IL.18,28_IC4694011.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:54:16.461803+00:00
Delta Electronics,"Santiago, RM",santiago rm,office-location,"Santiago, RM","https://www.glassdoor.com/Location/All-ASUS-Santiago-Office-Locations-EI_IE40093.4,8_IL.9,17_IC2434030.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Santiago-Reviews-EI_IE41146.0,17_IL.18,26_IC2434030.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:54:22.733302+00:00
Delta Electronics,"São Paulo, SP",s o paulo sp,office-location,"São Paulo, SP","https://www.glassdoor.com/Location/All-ASUS-São-Paulo-Office-Locations-EI_IE40093.4,8_IL.9,18_IC2479061.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-S%C3%A3o-Paulo-Reviews-EI_IE41146.0,17_IL.18,27_IC2479061.htm",resolved,,pool-location-id,2026-06-28T10:54:30.172032+00:00
Delta Electronics,"Sydney, NSW",sydney nsw,office-location,"Sydney, NSW","https://www.glassdoor.com/Location/All-ASUS-Sydney-Office-Locations-EI_IE40093.4,8_IL.9,15_IC2235932.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Sydney-Reviews-EI_IE41146.0,17_IL.18,24_IC2235932.htm",resolved,,pool-location-id,2026-06-28T10:54:35.926727+00:00
Delta Electronics,"Austin, TX",austin tx,office-location,"Austin, TX","https://www.glassdoor.com/Location/All-NVIDIA-Austin-Office-Locations-EI_IE7633.4,10_IL.11,17_IC1139761.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Austin-Reviews-EI_IE41146.0,17_IL.18,24_IC1139761.htm",resolved,,pool-location-id,2026-06-28T10:54:42.216857+00:00
Delta Electronics,"Beaverton, OR",beaverton or,office-location,"Beaverton, OR","https://www.glassdoor.com/Location/All-NVIDIA-Beaverton-Office-Locations-EI_IE7633.4,10_IL.11,20_IC1151576.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Beaverton-Reviews-EI_IE41146.0,17_IL.18,27_IC1151576.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:54:48.591929+00:00
Delta Electronics,"Bellevue, WA",bellevue wa,office-location,"Bellevue, WA","https://www.glassdoor.com/Location/All-NVIDIA-Bellevue-Office-Locations-EI_IE7633.4,10_IL.11,19_IC1150442.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Bellevue-Reviews-EI_IE41146.0,17_IL.18,26_IC1150442.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:54:54.275678+00:00
Delta Electronics,"Durham, NC",durham nc,office-location,"Durham, NC","https://www.glassdoor.com/Location/All-NVIDIA-Durham-Office-Locations-EI_IE7633.4,10_IL.11,17_IC1138697.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Durham-Reviews-EI_IE41146.0,17_IL.18,24_IC1138697.htm",resolved,,pool-location-id,2026-06-28T10:55:03.130486+00:00
Delta Electronics,"Hillsboro, OR",hillsboro or,office-location,"Hillsboro, OR","https://www.glassdoor.com/Location/All-NVIDIA-Hillsboro-Office-Locations-EI_IE7633.4,10_IL.11,20_IC1151603.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Hillsboro-Reviews-EI_IE41146.0,17_IL.18,27_IC1151603.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:14.241133+00:00
Delta Electronics,"Redmond, WA",redmond wa,office-location,"Redmond, WA","https://www.glassdoor.com/Location/All-NVIDIA-Redmond-Office-Locations-EI_IE7633.4,10_IL.11,18_IC1150499.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Redmond-Reviews-EI_IE41146.0,17_IL.18,25_IC1150499.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:21.844831+00:00
Delta Electronics,"Saint Louis, MO",saint louis mo,office-location,"Saint Louis, MO","https://www.glassdoor.com/Location/All-NVIDIA-Saint-Louis-Office-Locations-EI_IE7633.4,10_IL.11,22_IC1131270.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Saint-Louis-Reviews-EI_IE41146.0,17_IL.18,29_IC1131270.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:28.090173+00:00
Delta Electronics,"San Francisco, CA",san francisco ca,office-location,"San Francisco, CA","https://www.glassdoor.com/Location/All-NVIDIA-San-Francisco-Office-Locations-EI_IE7633.4,10_IL.11,24_IC1147401.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-San-Francisco-Reviews-EI_IE41146.0,17_IL.18,31_IC1147401.htm",resolved,,pool-location-id,2026-06-28T10:55:34.481702+00:00
Delta Electronics,"San Jose, CA",san jose,office-location,"San Jose, CA","https://www.glassdoor.com/Location/All-NVIDIA-San-Jose-Office-Locations-EI_IE7633.4,10_IL.11,19_IC1147436.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-San-Jose-Reviews-EI_IE41146.0,17_IL.18,26_IC1147436.htm",resolved,,pool-location-id,2026-06-28T15:57:12.792305+08:00
Delta Electronics,"Santa Clara, CA",santa clara ca,office-location,"Santa Clara, CA","https://www.glassdoor.com/Location/All-NVIDIA-Santa-Clara-Office-Locations-EI_IE7633.4,10_IL.11,22_IC1147439.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Santa-Clara-Reviews-EI_IE41146.0,17_IL.18,29_IC1147439.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:40.130139+00:00
Delta Electronics,"Toronto, ON",toronto on,office-location,"Toronto, ON","https://www.glassdoor.com/Location/All-NVIDIA-Toronto-Office-Locations-EI_IE7633.4,10_IL.11,18_IC2281069.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Toronto-Reviews-EI_IE41146.0,17_IL.18,25_IC2281069.htm",resolved,,pool-location-id,2026-06-28T10:55:46.988288+00:00
Delta Electronics,"Westford, MA",westford ma,office-location,"Westford, MA","https://www.glassdoor.com/Location/All-NVIDIA-Westford-Office-Locations-EI_IE7633.4,10_IL.11,19_IC1154720.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Westford-Reviews-EI_IE41146.0,17_IL.18,26_IC1154720.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:53.303514+00:00
Delta Electronics,"Moscow, 48",moscow 48,office-location,"Moscow, 48","https://www.glassdoor.com/Location/All-NVIDIA-Moscow-Office-Locations-EI_IE7633.4,10_IL.11,17_IC3348306.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Moscow-Reviews-EI_IE41146.0,17_IL.18,24_IC3348306.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:55:59.757185+00:00
Delta Electronics,"Munich, BY",munich by,office-location,"Munich, BY","https://www.glassdoor.com/Location/All-NVIDIA-Munich-Office-Locations-EI_IE7633.4,10_IL.11,17_IC4990924.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Munich-Reviews-EI_IE41146.0,17_IL.18,24_IC4990924.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:56:06.884262+00:00
Delta Electronics,"Reading, ENG",reading eng,office-location,"Reading, ENG","https://www.glassdoor.com/Location/All-NVIDIA-Reading-Office-Locations-EI_IE7633.4,10_IL.11,18_IC2675152.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Reading-Reviews-EI_IE41146.0,17_IL.18,25_IC2675152.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:56:14.472718+00:00
Delta Electronics,"Zürich, ZH",z rich zh,office-location,"Zürich, ZH","https://www.glassdoor.com/Location/All-NVIDIA-Zürich-Office-Locations-EI_IE7633.4,10_IL.11,17_IC3297851.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Z%C3%BCrich-Reviews-EI_IE41146.0,17_IL.18,24_IC3297851.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:56:25.550474+00:00
Delta Electronics,"Bengaluru, KA",bengaluru ka,office-location,"Bengaluru, KA","https://www.glassdoor.com/Location/All-NVIDIA-Bengaluru-Office-Locations-EI_IE7633.4,10_IL.11,20_IC2940587.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Bengaluru-Reviews-EI_IE41146.0,17_IL.18,27_IC2940587.htm",resolved,,pool-location-id,2026-06-28T10:56:31.582274+00:00
Delta Electronics,"Hsinchu, TXG",hsinchu txg,office-location,"Hsinchu, TXG","https://www.glassdoor.com/Location/All-NVIDIA-Hsinchu-Office-Locations-EI_IE7633.4,10_IL.11,18_IC4915323.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Hsinchu-Reviews-EI_IE41146.0,17_IL.18,25_IC4915323.htm",resolved,,pool-location-id,2026-06-28T10:56:39.159384+00:00
Delta Electronics,"Pudong, 23",pudong 23,office-location,"Pudong, 23","https://www.glassdoor.com/Location/All-NVIDIA-Pudong-Office-Locations-EI_IE7633.4,10_IL.11,17_IC2415109.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Pudong-Reviews-EI_IE41146.0,17_IL.18,24_IC2415109.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:56:45.078510+00:00
Delta Electronics,"Pune, MH",pune mh,office-location,"Pune, MH","https://www.glassdoor.com/Location/All-NVIDIA-Pune-Office-Locations-EI_IE7633.4,10_IL.11,15_IC2856202.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Pune-Reviews-EI_IE41146.0,17_IL.18,22_IC2856202.htm",resolved,,pool-location-id,2026-06-28T10:56:51.666270+00:00
Delta Electronics,"Shanghai, 23",shanghai 23,office-location,"Shanghai, 23","https://www.glassdoor.com/Location/All-NVIDIA-Shanghai-Office-Locations-EI_IE7633.4,10_IL.11,19_IC2416009.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Shanghai-Reviews-EI_IE41146.0,17_IL.18,26_IC2416009.htm",resolved,,pool-location-id,2026-06-28T10:56:59.085763+00:00
Delta Electronics,"San Jose, MP",san jose mp,office-location,"San Jose, CA","https://www.glassdoor.com/Location/All-NVIDIA-San-Jose-Office-Locations-EI_IE7633.4,10_IL.11,19_IC1147436.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-San-Jose-Reviews-EI_IE41146.0,17_IL.18,26_IC1147436.htm",resolved,,pool-location-id,2026-06-28T10:57:05.694961+00:00
Delta Electronics,"Frankfurt am Main, HE",frankfurt am main he,office-location,"Frankfurt am Main, HE","https://www.glassdoor.com/Location/All-Micro-Star-International-Frankfurt-am-Main-Office-Locations-EI_IE41141.4,28_IL.29,46_IC2632180.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Frankfurt-am-Main-Reviews-EI_IE41146.0,17_IL.18,35_IC2632180.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:11.711515+00:00
Delta Electronics,"Boise, ID",boise id,office-location,"Boise, ID","https://www.glassdoor.com/Location/All-HP-Inc-Boise-Office-Locations-EI_IE1093161.4,10_IL.11,16_IC1127927.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Boise-Reviews-EI_IE41146.0,17_IL.18,23_IC1127927.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:17.539764+00:00
Delta Electronics,"Corvallis, OR",corvallis or,office-location,"Corvallis, OR","https://www.glassdoor.com/Location/All-HP-Inc-Corvallis-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC1151455.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Corvallis-Reviews-EI_IE41146.0,17_IL.18,27_IC1151455.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:23.512937+00:00
Delta Electronics,"Fort Collins, CO",fort collins co,office-location,"Fort Collins, CO","https://www.glassdoor.com/Location/All-HP-Inc-Fort-Collins-Office-Locations-EI_IE1093161.4,10_IL.11,23_IC1148233.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Fort-Collins-Reviews-EI_IE41146.0,17_IL.18,30_IC1148233.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:37.098560+00:00
Delta Electronics,"Guadalajara, JAL",guadalajara jal,office-location,"Guadalajara, JAL","https://www.glassdoor.com/Location/All-HP-Inc-Guadalajara-Office-Locations-EI_IE1093161.4,10_IL.11,22_IC3486357.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Guadalajara-Reviews-EI_IE41146.0,17_IL.18,29_IC3486357.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:42.989843+00:00
Delta Electronics,"Houston, TX",houston tx,office-location,"Houston, TX","https://www.glassdoor.com/Location/All-HP-Inc-Houston-Office-Locations-EI_IE1093161.4,10_IL.11,18_IC1140171.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Houston-Reviews-EI_IE41146.0,17_IL.18,25_IC1140171.htm",resolved,,pool-location-id,2026-06-28T10:57:49.769658+00:00
Delta Electronics,"Palo Alto, CA",palo alto ca,office-location,"Palo Alto, CA","https://www.glassdoor.com/Location/All-HP-Inc-Palo-Alto-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC1147434.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Palo-Alto-Reviews-EI_IE41146.0,17_IL.18,27_IC1147434.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:57:56.041916+00:00
Delta Electronics,"Portland, OR",portland or,office-location,"Portland, OR","https://www.glassdoor.com/Location/All-HP-Inc-Portland-Office-Locations-EI_IE1093161.4,10_IL.11,19_IC1151614.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Portland-Reviews-EI_IE41146.0,17_IL.18,26_IC1151614.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:02.439979+00:00
Delta Electronics,"San Diego, CA",san diego ca,office-location,"San Diego, CA","https://www.glassdoor.com/Location/All-HP-Inc-San-Diego-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC1147311.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-San-Diego-Reviews-EI_IE41146.0,17_IL.18,27_IC1147311.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:08.263509+00:00
Delta Electronics,"Spring, TX",spring tx,office-location,"Spring, TX","https://www.glassdoor.com/Location/All-HP-Inc-Spring-Office-Locations-EI_IE1093161.4,10_IL.11,17_IC1140222.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Spring-Reviews-EI_IE41146.0,17_IL.18,24_IC1140222.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:14.346108+00:00
Delta Electronics,"Sunnyvale, CA",sunnyvale ca,office-location,"Sunnyvale, CA","https://www.glassdoor.com/Location/All-HP-Inc-Sunnyvale-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC1147442.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Sunnyvale-Reviews-EI_IE41146.0,17_IL.18,27_IC1147442.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:22.881321+00:00
Delta Electronics,"Tlaquepaque, JAL",tlaquepaque jal,office-location,"Tlaquepaque, JAL","https://www.glassdoor.com/Location/All-HP-Inc-Tlaquepaque-Office-Locations-EI_IE1093161.4,10_IL.11,22_IC3486348.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Tlaquepaque-Reviews-EI_IE41146.0,17_IL.18,29_IC3486348.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:28.655222+00:00
Delta Electronics,"Vancouver, WA",vancouver wa,office-location,"Vancouver, WA","https://www.glassdoor.com/Location/All-HP-Inc-Vancouver-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC1150413.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Vancouver-Reviews-EI_IE41146.0,17_IL.18,27_IC1150413.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:35.042227+00:00
Delta Electronics,"Zapopan, JAL",zapopan jal,office-location,"Zapopan, JAL","https://www.glassdoor.com/Location/All-HP-Inc-Zapopan-Office-Locations-EI_IE1093161.4,10_IL.11,18_IC3487018.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Zapopan-Reviews-EI_IE41146.0,17_IL.18,25_IC3487018.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:47.166144+00:00
Delta Electronics,"Boulogne-Billancourt, A8",boulogne billancourt a8,office-location,"Boulogne-Billancourt, A8","https://www.glassdoor.com/Location/All-HP-Inc-Boulogne-Billancourt-Office-Locations-EI_IE1093161.4,10_IL.11,31_IC3040032.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Boulogne-Billancourt-Reviews-EI_IE41146.0,17_IL.18,38_IC3040032.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:58:53.478514+00:00
Delta Electronics,"Bucharest, B",bucharest b,office-location,"Bucharest, B","https://www.glassdoor.com/Location/All-HP-Inc-Bucharest-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC3184907.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Bucharest-Reviews-EI_IE41146.0,17_IL.18,27_IC3184907.htm",resolved,,pool-location-id,2026-06-28T10:58:59.587877+00:00
Delta Electronics,"Cambridge, ENG",cambridge eng,office-location,"Cambridge, ENG","https://www.glassdoor.com/Location/All-HP-Inc-Cambridge-Office-Locations-EI_IE1093161.4,10_IL.11,20_IC2662516.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Cambridge-Reviews-EI_IE41146.0,17_IL.18,27_IC2662516.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:05.667962+00:00
Delta Electronics,"Meudon, A8",meudon a8,office-location,"Meudon, A8","https://www.glassdoor.com/Location/All-HP-Inc-Meudon-Office-Locations-EI_IE1093161.4,10_IL.11,17_IC3019026.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Meudon-Reviews-EI_IE41146.0,17_IL.18,24_IC3019026.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:13.627053+00:00
Delta Electronics,"Paris, A8",paris a8,office-location,"Paris, A8","https://www.glassdoor.com/Location/All-HP-Inc-Paris-Office-Locations-EI_IE1093161.4,10_IL.11,16_IC2881970.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Paris-Reviews-EI_IE41146.0,17_IL.18,23_IC2881970.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:20.584329+00:00
Delta Electronics,"Sant Cugat del Vallès, CT",sant cugat del vall s ct,office-location,"Sant Cugat del Vallès, CT","https://www.glassdoor.com/Location/All-HP-Inc-Sant-Cugat-del-Vallès-Office-Locations-EI_IE1093161.4,10_IL.11,32_IC4843928.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Sant-Cugat-del-Vall%C3%A8s-Reviews-EI_IE41146.0,17_IL.18,39_IC4843928.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:27.092106+00:00
Delta Electronics,"Tuas, W",tuas w,office-location,"Tuas, W","https://www.glassdoor.com/Location/All-HP-Inc-Tuas-Office-Locations-EI_IE1093161.4,10_IL.11,15_IC3235538.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Tuas-Reviews-EI_IE41146.0,17_IL.18,22_IC3235538.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:33.849067+00:00
Delta Electronics,"Whitefield, KA",whitefield ka,office-location,"Whitefield, KA","https://www.glassdoor.com/Location/All-HP-Inc-Whitefield-Office-Locations-EI_IE1093161.4,10_IL.11,21_IC2941717.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Whitefield-Reviews-EI_IE41146.0,17_IL.18,28_IC2941717.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:40.134275+00:00
Delta Electronics,"Lake Forest, CA",lake forest ca,office-location,"Lake Forest, CA","https://www.glassdoor.com/Location/All-Wistron-Lake-Forest-Office-Locations-EI_IE15218.4,11_IL.12,23_IC1146811.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Lake-Forest-Reviews-EI_IE41146.0,17_IL.18,29_IC1146811.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:46.759334+00:00
Delta Electronics,"Rolling Meadows, IL",rolling meadows il,office-location,"Rolling Meadows, IL","https://www.glassdoor.com/Location/All-Wistron-Rolling-Meadows-Office-Locations-EI_IE15218.4,11_IL.12,27_IC1128962.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Rolling-Meadows-Reviews-EI_IE41146.0,17_IL.18,33_IC1128962.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T10:59:58.469732+00:00
Delta Electronics,"Wuhan, 12",wuhan 12,office-location,"Wuhan, 12","https://www.glassdoor.com/Location/All-Wistron-Wuhan-Office-Locations-EI_IE15218.4,11_IL.12,17_IC2478891.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Wuhan-Reviews-EI_IE41146.0,17_IL.18,23_IC2478891.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:04.990416+00:00
Delta Electronics,"Hoofddorp, NH",hoofddorp nh,office-location,"Hoofddorp, NH","https://www.glassdoor.com/Location/All-Delta-Electronics-Hoofddorp-Office-Locations-EI_IE41146.4,21_IL.22,31_IC3063772.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Hoofddorp-Reviews-EI_IE41146.0,17_IL.18,27_IC3063772.htm",resolved,,office-navigation,2026-06-28T15:31:45.489424+08:00
Delta Electronics,"Notting Hill, VIC",notting hill vic,office-location,"Notting Hill, VIC","https://www.glassdoor.com/Location/All-Delta-Electronics-Notting-Hill-Office-Locations-EI_IE41146.4,21_IL.22,34_IC2257042.htm",https://www.glassdoor.com/Reviews/index.htm,resolved,,office-navigation,2026-06-28T15:31:51.110434+08:00
Delta Electronics,"Jeffersonville, IN",jeffersonville in,office-location,"Jeffersonville, IN","https://www.glassdoor.com/Location/All-Pegatron-Jeffersonville-Office-Locations-EI_IE337948.4,12_IL.13,27_IC1145141.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Jeffersonville-Reviews-EI_IE41146.0,17_IL.18,32_IC1145141.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:11.558144+00:00
Delta Electronics,"Irving, TX",irving tx,office-location,"Irving, TX","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Irving-Office-Locations-EI_IE8983.4,19_IL.20,26_IC1140006.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Irving-Reviews-EI_IE41146.0,17_IL.18,24_IC1140006.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:17.329194+00:00
Delta Electronics,"Jersey City, NJ",jersey city nj,office-location,"Jersey City, NJ","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Jersey-City-Office-Locations-EI_IE8983.4,19_IL.20,31_IC1126819.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Jersey-City-Reviews-EI_IE41146.0,17_IL.18,29_IC1126819.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:23.558369+00:00
Delta Electronics,"Kanata, ON",kanata on,office-location,"Kanata, ON","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Kanata-Office-Locations-EI_IE8983.4,19_IL.20,26_IC2282818.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Kanata-Reviews-EI_IE41146.0,17_IL.18,24_IC2282818.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:30.222584+00:00
Delta Electronics,"Cork, M",cork m,office-location,"Cork, M","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Cork-Office-Locations-EI_IE8983.4,19_IL.20,24_IC4325638.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Cork-Reviews-EI_IE41146.0,17_IL.18,22_IC4325638.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:36.166711+00:00
Delta Electronics,"London, ENG",london eng,office-location,"London, ENG","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-London-Office-Locations-EI_IE8983.4,19_IL.20,26_IC2671300.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-London-Reviews-EI_IE41146.0,17_IL.18,24_IC2671300.htm",resolved,,pool-location-id,2026-06-28T11:00:42.911862+00:00
Delta Electronics,"Paddington, ENG",paddington eng,office-location,"Paddington, ENG","https://www.glassdoor.com/Location/All-Trend-Micro-Inc-Paddington-Office-Locations-EI_IE8983.4,19_IL.20,30_IC3527325.htm","https://www.glassdoor.com/Reviews/Delta-Electronics-Paddington-Reviews-EI_IE41146.0,17_IL.18,28_IC3527325.htm",validation_failed,gap_probe_failed: missing_target_metrics,pool-location-id,2026-06-28T11:00:48.822250+00:00
