company,requested_region,resolved_region,country,review_url,overall,recommend,ceo_approval,total_reviews,diversity_inclusion,work_life_balance,compensation_benefits,culture_values,career_opportunities,senior_management,header_text,scraped_at,company_input_source,region_source,validation_status
HP Inc.,"Fort Collins, CO",Fort Collins,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Fort-Collins-Reviews-EI_IE1093161.0,6_IL.7,19_IC1148233.htm",2.9,38%,,50,4,2.7,3,3,2.7,2,HP Inc. Fort Collins reviews,2026-06-28T14:38:36.134295+00:00,seed,office-location,validated
HP Inc.,"Guadalajara, JAL",Guadalajara,Mexico,"https://www.glassdoor.com/Reviews/HP-Inc-Guadalajara-Reviews-EI_IE1093161.0,6_IL.7,18_IC3486357.htm",4.1,97%,,136,4.8,4.5,3.7,4.8,4,4.1,HP Inc. Guadalajara reviews,2026-06-28T14:38:43.920132+00:00,seed,office-location,validated
HP Inc.,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Houston-Reviews-EI_IE1093161.0,6_IL.7,14_IC1140171.htm",3.5,54%,100%,291,4,3.8,3.5,3.8,3.3,2.8,HP Inc. Houston reviews,2026-06-28T14:38:51.884504+00:00,seed,office-location,validated
HP Inc.,"Palo Alto, CA",Palo Alto,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Palo-Alto-Reviews-EI_IE1093161.0,6_IL.7,16_IC1147434.htm",3.3,43%,,280,3.9,4.3,3,3.8,3,2.7,HP Inc. Palo Alto reviews,2026-06-28T14:38:59.144927+00:00,seed,office-location,validated
HP Inc.,"Portland, OR",Portland,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Portland-Reviews-EI_IE1093161.0,6_IL.7,15_IC1151614.htm",4.2,92%,,19,4.9,4.6,2.8,3.8,3.8,3.8,HP Inc. Portland reviews,2026-06-28T14:39:07.323541+00:00,seed,office-location,validated
HP Inc.,"San Diego, CA",San Diego,United States,"https://www.glassdoor.com/Reviews/HP-Inc-San-Diego-Reviews-EI_IE1093161.0,6_IL.7,16_IC1147311.htm",3.1,41%,0%,165,3.8,3.6,3,3.4,2.7,2.6,HP Inc. San Diego reviews,2026-06-28T14:39:15.014633+00:00,seed,office-location,validated
HP Inc.,"Spring, TX",Spring,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Spring-Reviews-EI_IE1093161.0,6_IL.7,13_IC1140222.htm",3.9,74%,49%,118,4.1,4.2,3.6,3.9,3.3,3.2,HP Inc. Spring reviews,2026-06-28T14:39:22.852553+00:00,seed,office-location,validated
HP Inc.,"Sunnyvale, CA",Sunnyvale,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Sunnyvale-Reviews-EI_IE1093161.0,6_IL.7,16_IC1147442.htm",3.4,97%,,9,4.1,4,3.2,3.7,3.4,3.9,HP Inc. Sunnyvale reviews,2026-06-28T14:39:31.595797+00:00,seed,office-location,validated
HP Inc.,"Tlaquepaque, JAL",Tlaquepaque,Mexico,"https://www.glassdoor.com/Reviews/HP-Inc-Tlaquepaque-Reviews-EI_IE1093161.0,6_IL.7,18_IC3486348.htm",4.1,84%,0%,6,4.9,4.5,3.8,4.7,3.7,4.4,HP Inc. Tlaquepaque reviews,2026-06-28T14:39:39.961915+00:00,seed,office-location,validated
HP Inc.,"Vancouver, WA",Vancouver,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Vancouver-Reviews-EI_IE1093161.0,6_IL.7,16_IC1150413.htm",3.7,48%,,203,4.2,3.8,3.5,4,3.1,2.8,HP Inc. Vancouver reviews,2026-06-28T14:39:48.058421+00:00,seed,office-location,validated
HP Inc.,"Zapopan, JAL",Zapopan,Mexico,"https://www.glassdoor.com/Reviews/HP-Inc-Zapopan-Reviews-EI_IE1093161.0,6_IL.7,14_IC3487018.htm",4.1,71%,,4,3.3,3.8,3.2,3.6,3.5,3.5,HP Inc. Zapopan reviews,2026-06-28T14:39:56.491869+00:00,seed,office-location,validated
HP Inc.,"Boulogne-Billancourt, A8",Boulogne-Billancourt,France,"https://www.glassdoor.com/Reviews/HP-Inc-Boulogne-Billancourt-Reviews-EI_IE1093161.0,6_IL.7,27_IC3040032.htm",4.5,100%,,0,4,3.2,3.2,3.4,3.4,3.2,HP Inc. Boulogne-Billancourt reviews,2026-06-28T14:40:04.623456+00:00,seed,office-location,validated
HP Inc.,"Bucharest, B",Bucharest,Romania,"https://www.glassdoor.com/Reviews/HP-Inc-Bucharest-Reviews-EI_IE1093161.0,6_IL.7,16_IC3184907.htm",3.8,77%,100%,236,4.5,4.4,3.3,4.1,3.8,3.6,HP Inc. Bucharest reviews,2026-06-28T14:40:11.545467+00:00,seed,office-location,validated
HP Inc.,"Cambridge, ENG",Cambridge,United Kingdom,"https://www.glassdoor.com/Reviews/HP-Inc-Cambridge-Reviews-EI_IE1093161.0,6_IL.7,16_IC2662516.htm",4.2,21%,,5,5,3.4,3.4,3.4,2.6,2.6,HP Inc. Cambridge reviews,2026-06-28T14:40:19.408367+00:00,seed,office-location,validated
HP Inc.,"Meudon, A8",Meudon,France,"https://www.glassdoor.com/Reviews/HP-Inc-Meudon-Reviews-EI_IE1093161.0,6_IL.7,13_IC3019026.htm",3.9,87%,,1,4.2,4.1,4.2,3.8,3.5,3.1,HP Inc. Meudon reviews,2026-06-28T14:40:26.320048+00:00,seed,office-location,validated
HP Inc.,"Paris, A8",Paris,France,"https://www.glassdoor.com/Reviews/HP-Inc-Paris-Reviews-EI_IE1093161.0,6_IL.7,12_IC2881970.htm",4.7,87%,,5,4.5,4.6,4.1,4.6,4.6,4.6,HP Inc. Paris reviews,2026-06-28T14:40:33.495429+00:00,seed,office-location,validated
HP Inc.,"Sant Cugat del Vallès, CT",Sant Cugat del Vallès,Spain,"https://www.glassdoor.com/Reviews/HP-Inc-Sant-Cugat-del-Vall%C3%A8s-Reviews-EI_IE1093161.0,6_IL.7,28_IC4843928.htm",3.9,82%,0%,76,4.5,4.2,3.8,4.6,3.5,3.7,HP Inc. Sant Cugat del Vallès reviews,2026-06-28T14:40:41.157918+00:00,seed,office-location,validated
HP Inc.,"Tuas, W",Tuas,Singapore,"https://www.glassdoor.com/Reviews/HP-Inc-Tuas-Reviews-EI_IE1093161.0,6_IL.7,11_IC3235538.htm",3.9,41%,,12,3.7,3.2,2.9,3.6,2.8,3,HP Inc. Tuas reviews,2026-06-28T14:40:48.491930+00:00,seed,office-location,validated
HP Inc.,"Whitefield, KA",Whitefield,India,"https://www.glassdoor.com/Reviews/HP-Inc-Whitefield-Reviews-EI_IE1093161.0,6_IL.7,17_IC2941717.htm",2.9,0%,,4,2,3,2,1.9,2.9,1.9,HP Inc. Whitefield reviews,2026-06-28T14:40:56.250752+00:00,seed,office-location,validated
HP Inc.,"Jersey City, NJ",Jersey City,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Jersey-City-Reviews-EI_IE1093161.0,6_IL.7,18_IC1126819.htm",5,0%,,2,1,1,1,1,1,1,HP Inc. Jersey City reviews,2026-06-28T14:41:03.910242+00:00,seed,office-location,validated
HP Inc.,"Cork, M",Cork,Ireland,"https://www.glassdoor.com/Reviews/HP-Inc-Cork-Reviews-EI_IE1093161.0,6_IL.7,11_IC4325638.htm",5,100%,,0,5,5,4,5,5,5,HP Inc. Cork reviews,2026-06-28T14:41:11.521055+00:00,seed,office-location,validated
HP Inc.,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/HP-Inc-London-Reviews-EI_IE1093161.0,6_IL.7,13_IC2671300.htm",3,35%,0%,89,3.1,3.2,2.8,2.8,2.5,2.6,HP Inc. London reviews,2026-06-28T14:41:20.628115+00:00,seed,office-location,validated
HP Inc.,"Boston, MA",Boston,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Boston-Reviews-EI_IE1093161.0,6_IL.7,13_IC1154532.htm",2.8,16%,,7,4.8,4,4,4.8,3.2,3.2,HP Inc. Boston reviews,2026-06-28T14:41:28.588207+00:00,seed,office-location,validated
HP Inc.,"Georgetown, TX",Georgetown,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Georgetown-Reviews-EI_IE1093161.0,6_IL.7,17_IC1139774.htm",3,,,1,,,,,,,HP Inc. Georgetown reviews,2026-06-28T14:41:41.730285+00:00,seed,office-location,validated
HP Inc.,"Round Rock, TX",Round Rock,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Round-Rock-Reviews-EI_IE1093161.0,6_IL.7,17_IC1139794.htm",5,100%,,1,5,4,5,5,4,4,HP Inc. Round Rock reviews,2026-06-28T14:41:50.507084+00:00,seed,office-location,validated
HP Inc.,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/HP-Inc-Chicago-Reviews-EI_IE1093161.0,6_IL.7,14_IC1128808.htm",3.3,16%,,15,3.4,2.5,4,3.3,2.8,1.7,HP Inc. Chicago reviews,2026-06-28T14:41:58.045741+00:00,seed,office-location,validated
HP Inc.,"Bratislava, 02",Bratislava,Slovakia,"https://www.glassdoor.com/Reviews/HP-Inc-Bratislava-Reviews-EI_IE1093161.0,6_IL.7,17_IC2907054.htm",5,100%,,2,5,4,5,5,4.5,5,HP Inc. Bratislava reviews,2026-06-28T14:42:05.312027+00:00,seed,office-location,validated
HP Inc.,"Stuttgart, BW",Stuttgart,Germany,"https://www.glassdoor.com/Reviews/HP-Inc-Stuttgart-Reviews-EI_IE1093161.0,6_IL.7,16_IC2507190.htm",4.9,100%,,4,,4,4,5,3.8,3.8,HP Inc. Stuttgart reviews,2026-06-28T14:42:12.976598+00:00,seed,office-location,validated
HP Inc.,"Beijing, 22",Beijing,China,"https://www.glassdoor.com/Reviews/HP-Inc-Beijing-Reviews-EI_IE1093161.0,6_IL.7,14_IC2398510.htm",4.4,100%,,6,5,5,5,5,4.4,4.5,HP Inc. Beijing reviews,2026-06-28T14:42:21.010273+00:00,seed,office-location,validated
HP Inc.,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/HP-Inc-Hong-Kong-Reviews-EI_IE1093161.0,6_IL.7,16_IC2308631.htm",4.6,95%,,21,4.4,3.9,4.3,4.1,4.5,4.3,HP Inc. Hong Kong reviews,2026-06-28T14:42:29.734573+00:00,seed,office-location,validated
HP Inc.,"Buenos Aires, C",Buenos Aires,Argentina,"https://www.glassdoor.com/Reviews/HP-Inc-Buenos-Aires-Reviews-EI_IE1093161.0,6_IL.7,19_IC2242084.htm",3.6,17%,,3,3.8,2.9,2.1,3,2.1,2.9,HP Inc. Buenos Aires reviews,2026-06-28T14:42:36.916652+00:00,seed,office-location,validated
HP Inc.,"Campinas, SP",Campinas,Brazil,"https://www.glassdoor.com/Reviews/HP-Inc-Campinas-Reviews-EI_IE1093161.0,6_IL.7,15_IC2490130.htm",4.9,98%,,0,,4.9,4.8,4.9,4.8,5,HP Inc. Campinas reviews,2026-06-28T14:42:44.123218+00:00,seed,office-location,validated
HP Inc.,"Sorocaba, SP",Sorocaba,Brazil,"https://www.glassdoor.com/Reviews/HP-Inc-Sorocaba-Reviews-EI_IE1093161.0,6_IL.7,15_IC2475809.htm",1,0%,,0,,1,1,1,1,,HP Inc. Sorocaba reviews,2026-06-28T14:42:52.710358+00:00,seed,office-location,validated
HP Inc.,Global,Global,Global,https://www.glassdoor.com/Reviews/HP-Inc-Reviews-E1093161.htm,3.9,74%,64%,9499,4.2,4.1,3.5,4,3.5,3.4,HP Inc. reviews,2026-06-28T14:43:01.995947+00:00,seed,manual-seed,validated
HP Inc.,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/HP-Inc-Taipei-Reviews-EI_IE1093161.0,6_IL.7,13_IC3271041.htm",4.3,87%,,127,4.5,4.4,3.8,4.4,3.7,3.6,HP Inc. Taipei reviews,2026-06-28T14:43:02.105223+00:00,seed,manual-seed,validated
Quanta Computer,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/Quanta-Computer-Fremont-Reviews-EI_IE11939.0,15_IL.16,23_IC1147355.htm",2.9,28%,0%,61,2.7,2.8,2.3,2.5,2.1,2.6,Quanta Computer Fremont reviews,2026-06-28T14:43:08.931986+00:00,seed,office-location,validated
Quanta Computer,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Quanta-Computer-Taipei-Reviews-EI_IE11939.0,15_IL.16,22_IC3271041.htm",3.4,88%,98%,115,3,2.2,3.2,3.1,3.9,3.1,Quanta Computer Taipei reviews,2026-06-28T14:43:17.884130+00:00,seed,office-location,validated
Quanta Computer,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Quanta-Computer-S%C3%A3o-Paulo-Reviews-EI_IE11939.0,15_IL.16,25_IC2479061.htm",4,0%,,0,,,,,,,Quanta Computer São Paulo reviews,2026-06-28T14:43:25.414974+00:00,seed,office-location,validated
Quanta Computer,"Santa Clara, CA",Santa Clara,United States,"https://www.glassdoor.com/Reviews/Quanta-Computer-Santa-Clara-Reviews-EI_IE11939.0,15_IL.16,27_IC1147439.htm",3.9,100%,,2,3,1,2,2,3,2,Quanta Computer Santa Clara reviews,2026-06-28T14:43:34.304422+00:00,seed,office-location,validated
Quanta Computer,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Quanta-Computer-Shanghai-Reviews-EI_IE11939.0,15_IL.16,24_IC2416009.htm",2.3,7%,14%,10,3.1,1.3,2.2,2.1,1.4,2.2,Quanta Computer Shanghai reviews,2026-06-28T14:43:42.594361+00:00,seed,office-location,validated
Quanta Computer,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Quanta-Computer-San-Jose-Reviews-EI_IE11939.0,15_IL.16,24_IC1147436.htm",2,2%,99%,7,3,3,2,2,2,1,Quanta Computer San Jose reviews,2026-06-28T14:43:51.524671+00:00,seed,office-location,validated
Quanta Computer,Global,Global,Global,https://www.glassdoor.com/Reviews/Quanta-Computer-Reviews-E11939.htm,3,54%,54%,573,3.2,2.6,2.9,2.6,3,2.7,Quanta Computer reviews,2026-06-28T14:43:59.475598+00:00,seed,manual-seed,validated
Wistron,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/Wistron-Ciudad-de-Mexico-Reviews-EI_IE15218.0,7_IL.8,24_IC5017436.htm",2,,,1,3,2,2,3,4,2,Wistron Ciudad de Mexico reviews,2026-06-28T14:44:07.863369+00:00,seed,office-location,validated
Wistron,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/Wistron-Fremont-Reviews-EI_IE15218.0,7_IL.8,15_IC1147355.htm",4,100%,100%,1,4,5,2,4,4,4,Wistron Fremont reviews,2026-06-28T14:44:15.118261+00:00,seed,office-location,validated
Wistron,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/Wistron-Kuala-Lumpur-Reviews-EI_IE15218.0,7_IL.8,20_IC2986682.htm",1,,,1,1,4,1,1,1,1,Wistron Kuala Lumpur reviews,2026-06-28T14:44:22.586939+00:00,seed,office-location,validated
Wistron,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Wistron-Manila-Reviews-EI_IE15218.0,7_IL.8,14_IC2363570.htm",2.4,100%,100%,3,1.7,1.7,1.7,1.7,1.7,1.7,Wistron Manila reviews,2026-06-28T14:44:30.722964+00:00,seed,office-location,validated
Wistron,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Wistron-Singapore-Reviews-EI_IE15218.0,7_IL.8,17_IC3235921.htm",4,100%,100%,1,4,4,4,4,4,4,Wistron Singapore reviews,2026-06-28T14:44:37.507353+00:00,seed,office-location,validated
Wistron,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Wistron-Taipei-Reviews-EI_IE15218.0,7_IL.8,14_IC3271041.htm",3.3,55%,95%,219,3,3.4,2.7,3,3.1,2.6,Wistron Taipei reviews,2026-06-28T14:44:44.466642+00:00,seed,office-location,validated
Wistron,"San Francisco, CA",San Francisco,United States,"https://www.glassdoor.com/Reviews/Wistron-San-Francisco-Reviews-EI_IE15218.0,7_IL.8,21_IC1147401.htm",4,100%,,1,3,3,3,4,4,4,Wistron San Francisco reviews,2026-06-28T14:44:51.390136+00:00,seed,office-location,validated
Wistron,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/Wistron-San-Jose-Reviews-EI_IE15218.0,7_IL.8,16_IC1147436.htm",5,100%,100%,1,5,5,5,5,5,5,Wistron San Jose reviews,2026-06-28T14:45:03.142776+00:00,seed,office-location,validated
Wistron,"Toronto, ON",Toronto,Canada,"https://www.glassdoor.com/Reviews/Wistron-Toronto-Reviews-EI_IE15218.0,7_IL.8,15_IC2281069.htm",5,100%,100%,1,5,3,4,4,3,5,Wistron Toronto reviews,2026-06-28T14:45:11.170041+00:00,seed,office-location,validated
Wistron,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/Wistron-Bengaluru-Reviews-EI_IE15218.0,7_IL.8,17_IC2940587.htm",3.8,69%,91%,46,3.2,3.1,2.7,3.3,3.4,2.9,Wistron Bengaluru reviews,2026-06-28T14:45:19.567491+00:00,seed,office-location,validated
Wistron,"Hsinchu, TXG",Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Wistron-Hsinchu-Reviews-EI_IE15218.0,7_IL.8,15_IC4915323.htm",4.2,98%,100%,14,3,2.8,3,2.9,3.4,2.3,Wistron Hsinchu reviews,2026-06-28T14:45:26.247563+00:00,seed,office-location,validated
Wistron,"Pudong, 23",Pudong,China,"https://www.glassdoor.com/Reviews/Wistron-Pudong-Reviews-EI_IE15218.0,7_IL.8,14_IC2415109.htm",4,,,1,4,4,3,3,3,4,Wistron Pudong reviews,2026-06-28T14:45:34.990900+00:00,seed,office-location,validated
Wistron,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Wistron-San-Jose-Reviews-EI_IE15218.0,7_IL.8,16_IC1147436.htm",5,100%,100%,1,5,5,5,5,5,5,Wistron San Jose reviews,2026-06-28T14:45:35.195315+00:00,seed,office-location,validated
Wistron,"Rolling Meadows, IL",Rolling Meadows,United States,"https://www.glassdoor.com/Reviews/Wistron-Rolling-Meadows-Reviews-EI_IE15218.0,7_IL.8,23_IC1128962.htm",3.8,68%,100%,7,,3.9,3.7,3.6,3,3.9,Wistron Rolling Meadows reviews,2026-06-28T14:45:42.186859+00:00,seed,office-location,validated
Wistron,"Wuhan, 12",Wuhan,China,"https://www.glassdoor.com/Reviews/Wistron-Wuhan-Reviews-EI_IE15218.0,7_IL.8,13_IC2478891.htm",4,100%,,1,,3,3,4,3,3,Wistron Wuhan reviews,2026-06-28T14:45:49.595517+00:00,seed,office-location,validated
Wistron,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/Wistron-Chicago-Reviews-EI_IE15218.0,7_IL.8,15_IC1128808.htm",3,0%,,1,4,4,4,4,3,3,Wistron Chicago reviews,2026-06-28T14:45:58.334561+00:00,seed,office-location,validated
Wistron,Hong Kong,Hong Kong,Hong Kong,"https://www.glassdoor.com/Reviews/Wistron-Hong-Kong-Reviews-EI_IE15218.0,7_IL.8,17_IC2308631.htm",3.9,0%,,8,4,4,3,4,2,2.9,Wistron Hong Kong reviews,2026-06-28T14:46:06.794566+00:00,seed,office-location,validated
Wistron,Global,Global,Global,https://www.glassdoor.com/Reviews/Wistron-Reviews-E15218.htm,3.4,48%,83%,717,3,3.1,2.8,3,3.1,2.8,Wistron reviews,2026-06-28T14:46:15.312568+00:00,seed,manual-seed,validated
Wistron,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Wistron-Taipei-Reviews-EI_IE15218.0,7_IL.8,14_IC3271041.htm",3.3,55%,95%,219,3,3.4,2.7,3,3.1,2.6,Wistron Taipei reviews,2026-06-28T14:46:15.405874+00:00,seed,manual-seed,validated
Wistron,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Wistron-Hsinchu-Reviews-EI_IE15218.0,7_IL.8,15_IC4915323.htm",4.2,98%,100%,14,3,2.8,3,2.9,3.4,2.3,Wistron Hsinchu reviews,2026-06-28T14:46:15.500562+00:00,seed,manual-seed,validated
Compal Electronics,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Compal-Electronics-Taipei-Reviews-EI_IE13464.0,18_IL.19,25_IC3271041.htm",3.6,58%,74%,159,3.2,3.1,3.2,3.2,3.4,3.1,Compal Electronics Taipei reviews,2026-06-28T14:46:23.754009+00:00,seed,office-location,validated
Compal Electronics,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Compal-Electronics-S%C3%A3o-Paulo-Reviews-EI_IE13464.0,18_IL.19,28_IC2479061.htm",4,100%,,0,4,4,4,4,3,4,Compal Electronics São Paulo reviews,2026-06-28T14:46:31.781739+00:00,seed,office-location,validated
Compal Electronics,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Compal-Electronics-Shanghai-Reviews-EI_IE13464.0,18_IL.19,27_IC2416009.htm",3,,,3,,2.5,3,,4,2,Compal Electronics Shanghai reviews,2026-06-28T14:46:39.984926+00:00,seed,office-location,validated
Compal Electronics,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Compal-Electronics-San-Jose-Reviews-EI_IE13464.0,18_IL.19,27_IC1147436.htm",3,100%,100%,1,3,3,3,3,3,3,Compal Electronics San Jose reviews,2026-06-28T14:46:48.420280+00:00,seed,office-location,validated
Compal Electronics,Global,Global,Global,https://www.glassdoor.com/Reviews/Compal-Electronics-Reviews-E13464.htm,3.7,60%,60%,252,3.3,3.3,3.2,3.2,3.4,3.1,Compal Electronics reviews,2026-06-28T14:46:55.570074+00:00,seed,manual-seed,validated
Wiwynn,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Wiwynn-Taipei-Reviews-EI_IE1161475.0,6_IL.7,13_IC3271041.htm",3.9,75%,,43,3.8,3.5,3.8,3.6,4,3.5,Wiwynn Taipei reviews,2026-06-28T14:47:02.885976+00:00,seed,office-location,validated
Wiwynn,Global,Global,Global,https://www.glassdoor.com/Reviews/Wiwynn-Reviews-E1161475.htm,3.5,57%,,89,3.5,3.1,3.5,3.2,3.6,3,Wiwynn reviews,2026-06-28T14:47:11.372673+00:00,seed,manual-seed,validated
Delta Electronics,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/Delta-Electronics-Ciudad-de-Mexico-Reviews-EI_IE41146.0,17_IL.18,34_IC5017436.htm",5,100%,100%,1,5,4,5,5,3,4,Delta Electronics Ciudad de Mexico reviews,2026-06-28T14:47:20.149414+00:00,seed,office-location,validated
Delta Electronics,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-Fremont-Reviews-EI_IE41146.0,17_IL.18,25_IC1147355.htm",3.1,17%,16%,30,2.5,2.9,3.4,2.6,2.6,2.1,Delta Electronics Fremont reviews,2026-06-28T14:47:27.462028+00:00,seed,office-location,validated
Delta Electronics,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/Delta-Electronics-Milan-Reviews-EI_IE41146.0,17_IL.18,23_IC2802090.htm",3,0%,100%,0,4,4,4,4,3,3,Delta Electronics Milan reviews,2026-06-28T14:47:34.945662+00:00,seed,office-location,validated
Delta Electronics,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/Delta-Electronics-Warsaw-Reviews-EI_IE41146.0,17_IL.18,24_IC3094484.htm",4,100%,,1,3,3,4,4,3,5,Delta Electronics Warsaw reviews,2026-06-28T14:47:42.868798+00:00,seed,office-location,validated
Delta Electronics,"Bangkok, 10",Bangkok,Thailand,"https://www.glassdoor.com/Reviews/Delta-Electronics-Bangkok-Reviews-EI_IE41146.0,17_IL.18,25_IC3179725.htm",2.6,42%,63%,8,2.3,2.2,2.8,2.5,2.6,2.6,Delta Electronics Bangkok reviews,2026-06-28T14:47:51.240529+00:00,seed,office-location,validated
Delta Electronics,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Delta-Electronics-Manila-Reviews-EI_IE41146.0,17_IL.18,24_IC2363570.htm",5,,,1,,,,,,,Delta Electronics Manila reviews,2026-06-28T14:47:58.120611+00:00,seed,office-location,validated
Delta Electronics,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Delta-Electronics-Mumbai-Reviews-EI_IE41146.0,17_IL.18,24_IC2851180.htm",2,0%,,1,,4,1,2,2,3,Delta Electronics Mumbai reviews,2026-06-28T14:48:06.230344+00:00,seed,office-location,validated
Delta Electronics,"Seoul, 11",Seoul,South Korea,"https://www.glassdoor.com/Reviews/Delta-Electronics-Seoul-Reviews-EI_IE41146.0,17_IL.18,23_IC3021489.htm",2,0%,0%,1,1,4,1,1,3,1,Delta Electronics Seoul reviews,2026-06-28T14:48:14.571835+00:00,seed,office-location,validated
Delta Electronics,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Delta-Electronics-Singapore-Reviews-EI_IE41146.0,17_IL.18,27_IC3235921.htm",2.5,30%,86%,32,2.6,3.3,2.6,2.6,2.3,2.2,Delta Electronics Singapore reviews,2026-06-28T14:48:27.820010+00:00,seed,office-location,validated
Delta Electronics,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Taipei-Reviews-EI_IE41146.0,17_IL.18,24_IC3271041.htm",4,93%,90%,119,3.5,4.2,3.9,3.2,3.9,3.4,Delta Electronics Taipei reviews,2026-06-28T14:48:34.878958+00:00,seed,office-location,validated
Delta Electronics,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Delta-Electronics-Tokyo-Reviews-EI_IE41146.0,17_IL.18,23_IC2851580.htm",4,100%,100%,2,4,5,3,4,3,4,Delta Electronics Tokyo reviews,2026-06-28T14:48:43.030014+00:00,seed,office-location,validated
Delta Electronics,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Delta-Electronics-S%C3%A3o-Paulo-Reviews-EI_IE41146.0,17_IL.18,27_IC2479061.htm",3,88%,,1,3.4,3.4,2.8,2.5,3.4,3.4,Delta Electronics São Paulo reviews,2026-06-28T14:48:50.008522+00:00,seed,office-location,validated
Delta Electronics,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Delta-Electronics-Sydney-Reviews-EI_IE41146.0,17_IL.18,24_IC2235932.htm",2.3,26%,100%,2,3.3,1.8,2.3,2.3,2.3,3.3,Delta Electronics Sydney reviews,2026-06-28T14:48:56.965912+00:00,seed,office-location,validated
Delta Electronics,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-Austin-Reviews-EI_IE41146.0,17_IL.18,24_IC1139761.htm",4,100%,100%,3,4,4,4,4,4,4,Delta Electronics Austin reviews,2026-06-28T14:49:04.401148+00:00,seed,office-location,validated
Delta Electronics,"Durham, NC",Durham,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-Durham-Reviews-EI_IE41146.0,17_IL.18,24_IC1138697.htm",3.2,74%,100%,3,3,2.3,3.7,2.8,3.8,3.3,Delta Electronics Durham reviews,2026-06-28T14:49:12.239314+00:00,seed,office-location,validated
Delta Electronics,"San Francisco, CA",San Francisco,United States,"https://www.glassdoor.com/Reviews/Delta-Electronics-San-Francisco-Reviews-EI_IE41146.0,17_IL.18,31_IC1147401.htm",3.1,100%,0%,2,3,5,3,3,4,3,Delta Electronics San Francisco reviews,2026-06-28T14:49:19.825048+00:00,seed,office-location,validated
